"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45995425717,8009;1;1;3;380100;;;;;;;;;"04/12/2025 10:13:02";"Assign a password for the Sm@rtServer in the WinCC Internet Settings applet, because the connection cannot be established otherwise.";
45995425719,0046;1;1;3;110001;;;;;;;;;"04/12/2025 10:13:02";"Change to operating mode 'online'.";
45995425746,5741;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"04/12/2025 10:13:05";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
45995430909,8032;1;1;3;380100;;;;;;;;;"04/12/2025 10:20:31";"Assign a password for the Sm@rtServer in the WinCC Internet Settings applet, because the connection cannot be established otherwise.";
45995430911,9329;1;1;3;110001;;;;;;;;;"04/12/2025 10:20:31";"Change to operating mode 'online'.";
45995430938,6806;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"04/12/2025 10:20:33";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
45995680118,2523;2;1;1;57;;;;;;;;;"04/12/2025 16:19:22";"Shower damper evaporators";"HMI_Connection_1"
45995680118,2523;2;1;1;58;;;;;;;;;"04/12/2025 16:19:22";"Tape and fan spray damper";"HMI_Connection_1"
45995680164,5486;2;0;1;57;;;;;;;;;"04/12/2025 16:19:26";"Shower damper evaporators";"HMI_Connection_1"
45995680164,5486;2;0;1;58;;;;;;;;;"04/12/2025 16:19:26";"Tape and fan spray damper";"HMI_Connection_1"
45995800570,2315;2;1;1;26;;;;;;;;;"04/12/2025 19:12:49";"Pulsator position sensor failure";"HMI_Connection_1"
45995800651,2384;2;0;1;26;;;;;;;;;"04/12/2025 19:12:56";"Pulsator position sensor failure";"HMI_Connection_1"
45995801226,3657;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"04/12/2025 19:13:46";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
45997287585,3472;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"06/12/2025 06:54:07";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
45997284744,7038;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"06/12/2025 06:50:02";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
45997284880,9036;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"06/12/2025 06:50:14";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
41632259983,3912;1;1;3;110001;;;;;;;;;"24/12/2013 06:14:23";"Change to operating mode 'online'.";
41632259989,8727;1;1;3;380100;;;;;;;;;"24/12/2013 06:14:23";"Assign a password for the Sm@rtServer in the WinCC Internet Settings applet, because the connection cannot be established otherwise.";
41632260095,1968;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"24/12/2013 06:14:32";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
45998354739,0856;1;1;3;380100;;;;;;;;;"07/12/2025 08:30:49";"Assign a password for the Sm@rtServer in the WinCC Internet Settings applet, because the connection cannot be established otherwise.";
45998354741,1227;1;1;3;110001;;;;;;;;;"07/12/2025 08:30:50";"Change to operating mode 'online'.";
45998354870;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"07/12/2025 08:31:01";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
45999293788,4259;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"08/12/2025 07:03:03";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
45999290895,137;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"08/12/2025 06:58:53";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
45999291042,2617;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"08/12/2025 06:59:06";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
45999678697,7431;2;1;1;79;;;;;;;;;"08/12/2025 16:17:19";"Damaged water pressure sensor in the network";"HMI_Connection_1"
45999680746,3657;2;0;1;79;;;;;;;;;"08/12/2025 16:20:16";"Damaged water pressure sensor in the network";"HMI_Connection_1"
45999682599,3634;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"08/12/2025 16:22:57";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46000271690,3009;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"09/12/2025 06:31:14";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46000268795,7652;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"09/12/2025 06:27:04";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46000268938,5377;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"09/12/2025 06:27:16";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46000381540,3819;2;1;1;63;;;;;;;;;"09/12/2025 09:09:25";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000381864,4444;2;0;1;63;;;;;;;;;"09/12/2025 09:09:53";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000387732,5347;2;1;1;63;;;;;;;;;"09/12/2025 09:18:20";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000390926,9907;2;0;1;63;;;;;;;;;"09/12/2025 09:22:56";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000417593,7963;2;1;1;63;;;;;;;;;"09/12/2025 10:01:20";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000417651,6667;2;0;1;63;;;;;;;;;"09/12/2025 10:01:25";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000473844,0741;2;1;1;63;;;;;;;;;"09/12/2025 11:22:20";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000479631,1227;2;0;1;63;;;;;;;;;"09/12/2025 11:30:40";"Low water pressure in the network - alarm";"HMI_Connection_1"
46000659448,3681;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"09/12/2025 15:49:36";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46000883743,0903;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"09/12/2025 21:12:35";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46000880844,3407;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"09/12/2025 21:08:25";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46000880981,2596;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"09/12/2025 21:08:37";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46000941265,0116;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"09/12/2025 22:35:25";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46001279660,5671;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"10/12/2025 06:42:43";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46001276750,7131;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"10/12/2025 06:38:31";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46001276891,0504;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"10/12/2025 06:38:43";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46001473596,7014;2;1;1;63;;;;;;;;;"10/12/2025 11:21:59";"Low water pressure in the network - alarm";"HMI_Connection_1"
46001473897,6273;2;0;1;63;;;;;;;;;"10/12/2025 11:22:25";"Low water pressure in the network - alarm";"HMI_Connection_1"
46001641560,4861;2;1;1;26;;;;;;;;;"10/12/2025 15:23:51";"Pulsator position sensor failure";"HMI_Connection_1"
46001641560,4861;2;1;1;96;;;;;;;;;"10/12/2025 15:23:51";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46001641884,5718;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"10/12/2025 15:24:19";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46001886439,4444;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"10/12/2025 21:16:28";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46001886439,5602;2;0;1;26;;;;;;;;;"10/12/2025 21:16:28";"Pulsator position sensor failure";"HMI_Connection_1"
46001886439,5602;2;0;1;96;;;;;;;;;"10/12/2025 21:16:28";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46001883532,1809;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"10/12/2025 21:12:17";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46001883679,9173;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"10/12/2025 21:12:30";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46001990328,8426;2;1;1;34;;;;;;;;;"10/12/2025 23:46:04";"Tunnel temperature too high (>55C)";"HMI_Connection_1"
46001994889,0394;2;0;1;34;;;;;;;;;"10/12/2025 23:52:38";"Tunnel temperature too high (>55C)";"HMI_Connection_1"
46001994958,4954;2;1;1;68;;;;;;;;;"10/12/2025 23:52:44";"Contactor failure";"HMI_Connection_1"
46001995286,5972;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"10/12/2025 23:53:13";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46002299266,1574;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"11/12/2025 07:10:57";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46002299266,2731;2;0;1;68;;;;;;;;;"11/12/2025 07:10:57";"Contactor failure";"HMI_Connection_1"
46002296353,76;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"11/12/2025 07:06:45";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46002296489,728;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"11/12/2025 07:06:57";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46002465401,25;2;1;1;63;;;;;;;;;"11/12/2025 11:10:11";"Low water pressure in the network - alarm";"HMI_Connection_1"
46002476743,8889;2;0;1;63;;;;;;;;;"11/12/2025 11:26:31";"Low water pressure in the network - alarm";"HMI_Connection_1"
46002478190,6597;2;1;1;63;;;;;;;;;"11/12/2025 11:28:36";"Low water pressure in the network - alarm";"HMI_Connection_1"
46002478225,3819;2;0;1;63;;;;;;;;;"11/12/2025 11:28:39";"Low water pressure in the network - alarm";"HMI_Connection_1"
46002559776,7014;2;1;1;96;;;;;;;;;"11/12/2025 13:26:05";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46002559823,0093;2;1;1;26;;;;;;;;;"11/12/2025 13:26:09";"Pulsator position sensor failure";"HMI_Connection_1"
46002559904,0278;2;0;1;26;;;;;;;;;"11/12/2025 13:26:16";"Pulsator position sensor failure";"HMI_Connection_1"
46002559904,0278;2;0;1;96;;;;;;;;;"11/12/2025 13:26:16";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46002602183,2292;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"11/12/2025 14:27:09";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
41633801591,412;1;1;3;110001;;;;;;;;;"25/12/2013 19:14:17";"Change to operating mode 'online'.";
41633801593,2176;1;1;3;380100;;;;;;;;;"25/12/2013 19:14:18";"Assign a password for the Sm@rtServer in the WinCC Internet Settings applet, because the connection cannot be established otherwise.";
41633801618,0787;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"25/12/2013 19:14:20";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46005540948,912;2;1;1;63;;;;;;;;;"14/12/2025 12:58:58";"Low water pressure in the network - alarm";"HMI_Connection_1"
46005541006,7708;2;0;1;63;;;;;;;;;"14/12/2025 12:59:03";"Low water pressure in the network - alarm";"HMI_Connection_1"
46005844086,8287;2;1;1;97;;;;;;;;;"14/12/2025 20:15:29";"No pressure in UDS system";"HMI_Connection_1"
46005846436,3773;2;0;1;97;;;;;;;;;"14/12/2025 20:18:52";"No pressure in UDS system";"HMI_Connection_1"
46005846575,2546;2;1;1;26;;;;;;;;;"14/12/2025 20:19:04";"Pulsator position sensor failure";"HMI_Connection_1"
46005846586,8403;2;1;1;96;;;;;;;;;"14/12/2025 20:19:05";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46005846656,2847;2;0;1;26;;;;;;;;;"14/12/2025 20:19:11";"Pulsator position sensor failure";"HMI_Connection_1"
46005846656,2847;2;0;1;96;;;;;;;;;"14/12/2025 20:19:11";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46005993140,8796;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"14/12/2025 23:50:07";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006292155,3356;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 07:00:42";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006289426,3913;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"15/12/2025 06:56:46";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006289554,2556;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"15/12/2025 06:56:57";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006641531,9444;2;1;1;26;;;;;;;;;"15/12/2025 15:23:48";"Pulsator position sensor failure";"HMI_Connection_1"
46006641543,5185;2;1;1;96;;;;;;;;;"15/12/2025 15:23:49";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46006641751,8519;2;0;1;26;;;;;;;;;"15/12/2025 15:24:07";"Pulsator position sensor failure";"HMI_Connection_1"
46006641775;2;0;1;96;;;;;;;;;"15/12/2025 15:24:09";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46006693671,8519;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 16:38:53";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006693860,8796;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 16:39:10";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006691147,67;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"15/12/2025 16:35:15";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006694103,4259;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 16:39:31";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006716555,5093;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 17:11:50";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006713851,806;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"15/12/2025 17:07:57";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006713996,1578;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"15/12/2025 17:08:09";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006733406,3773;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 17:36:06";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006744323,2986;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 17:51:50";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006741611,1075;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"15/12/2025 17:47:55";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006741755,5286;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"15/12/2025 17:48:08";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006755896,5509;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 18:08:29";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006791366,3542;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 18:59:34";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46006788645,1126;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"15/12/2025 18:55:39";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006788802,7039;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"15/12/2025 18:55:53";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46006795400,3356;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"15/12/2025 19:05:23";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46007360360,8333;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"16/12/2025 08:38:55";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46007357659,2005;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"16/12/2025 08:35:02";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46007357795,7276;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"16/12/2025 08:35:14";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46007371009,0856;2;1;1;26;;;;;;;;;"16/12/2025 08:54:15";"Pulsator position sensor failure";"HMI_Connection_1"
46007371009,0856;2;1;1;96;;;;;;;;;"16/12/2025 08:54:15";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46007371345,5671;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"16/12/2025 08:54:44";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46007809430,5556;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"16/12/2025 19:25:35";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46007809430,6597;2;0;1;26;;;;;;;;;"16/12/2025 19:25:35";"Pulsator position sensor failure";"HMI_Connection_1"
46007809430,6597;2;0;1;96;;;;;;;;;"16/12/2025 19:25:35";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46007806730,3614;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"16/12/2025 19:21:42";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46007806876,0029;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"16/12/2025 19:21:54";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46007812358,8889;2;1;1;96;;;;;;;;;"16/12/2025 19:29:48";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46007812439,8958;2;1;1;26;;;;;;;;;"16/12/2025 19:29:55";"Pulsator position sensor failure";"HMI_Connection_1"
46007812520,9491;2;0;1;26;;;;;;;;;"16/12/2025 19:30:02";"Pulsator position sensor failure";"HMI_Connection_1"
46007812544,0741;2;0;1;96;;;;;;;;;"16/12/2025 19:30:04";"Failure of pulsator position sensor under belt 2";"HMI_Connection_1"
46007814172,4769;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"16/12/2025 19:32:25";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46007870595,9491;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"16/12/2025 20:53:39";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46007867881,261;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"16/12/2025 20:49:45";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46007868016,6014;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"16/12/2025 20:49:57";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46007991993,2523;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"16/12/2025 23:48:28";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46008282266,2153;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"17/12/2025 06:46:28";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46008279564,3023;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"17/12/2025 06:42:34";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46008279716,7353;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"17/12/2025 06:42:48";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46008486491,713;2;1;1;105;;;;;;;;;"17/12/2025 11:40:33";"Alarm problem with machine room";"HMI_Connection_1"
46008486526,4352;2;0;1;105;;;;;;;;;"17/12/2025 11:40:36";"Alarm problem with machine room";"HMI_Connection_1"
46008755810,4167;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"17/12/2025 18:08:22";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46008848683,0903;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"17/12/2025 20:22:06";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46008845958,3978;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"17/12/2025 20:18:11";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46008846097,9942;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"17/12/2025 20:18:23";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46008917986,8634;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"17/12/2025 22:01:54";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46009284031,4005;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"18/12/2025 06:49:00";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46009281306,0374;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"18/12/2025 06:45:05";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46009281439,1373;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"18/12/2025 06:45:16";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46009559518,831;2;1;1;105;;;;;;;;;"18/12/2025 13:25:42";"Alarm problem with machine room";"HMI_Connection_1"
46009559541,9676;2;0;1;105;;;;;;;;;"18/12/2025 13:25:44";"Alarm problem with machine room";"HMI_Connection_1"
46009730538,044;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"18/12/2025 17:31:58";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46011892490,4398;1;1;3;380100;;;;;;;;;"20/12/2025 21:25:11";"Assign a password for the Sm@rtServer in the WinCC Internet Settings applet, because the connection cannot be established otherwise.";
46011892496,8403;1;1;3;110001;;;;;;;;;"20/12/2025 21:25:12";"Change to operating mode 'online'.";
46011892624,5023;1;1;3;140001;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"20/12/2025 21:25:23";"Connection disconnected: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46011940201,1227;1;1;3;140000;"HMI_Connection_1";"192.168.1.70";"0";"1";;;;;"20/12/2025 22:33:53";"Connection established: HMI_Connection_1, Station 192.168.1.70, Rack 0, Slot 1.";
46011937341,3231;9;1;34;35;;;;;;;"0405你000401878700000200即001440040C01000000001023003200020000040000000000";"-1056931830";"20/12/2025 22:29:46";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46011937484,2272;9;0;34;35;;;;;;;"0405你000401868600000200即001440040C01000000001023003200020000080000000000";"-1056931830";"20/12/2025 22:29:59";"CPU status message: CPU not in RUN Current CPU operating mode: STOP __ PLC / PLC _  ";"HMI_Connection_1"
46011940270,6366;2;1;1;39;;;;;;;;;"20/12/2025 22:33:59";"Emergency stop";"HMI_Connection_1"
46011940282,2106;2;1;1;38;;;;;;;;;"20/12/2025 22:34:00";"Man in tunnel lower door general";"HMI_Connection_1"
